Product_id,Name,Manufacturer,Category,Price,Stock
502,Black Series Clock,ReMarkable,Appliance,2044,4
503,Black Series Curling iron,Asus,Constructions,1484,2
504,Black Series Earphones,Apple,House Items,1874,6
505,Fan,Nokia,IT,2325,9
506,Ultra Digital camera,Huawei,House Items,1867,12
507,Ultra Ceiling fan,Hama,House Items,2954,3
508,Black Series Air purifier,Samsung,IT,2791,14
509,Digital camera,DeWalt,IT,1078,9
510,Ultra Timer,Nokia,House Items,174,12
511,Super Computer,Nokia,Appliance,263,13
512,Water purifier,Emerson,Constructions,1063,13
513,Ultra Coffee maker,Huawei,Constructions,2134,15
514,Black Series Piano,Logitech,Appliance,2826,14
515,Black Series Lift,ReMarkable,Constructions,2754,11
516,Smart television,Nintendo,Constructions,1730,8
517,Ultra Mouse,Yamaha,IT,2018,5
518,Black Series External hard drive,Logitech,Constructions,2624,10
519,Ultra Grandfather clock,DeWalt,Appliance,1776,8
520,Electric stove,DeWalt,IT,2970,1
521,Ultra Fax,Nokia,Constructions,1262,7
522,Ultra iPod,Toshiba,Constructions,2519,13
523,Black Series Webcam,Logitech,Appliance,775,14
524,Pressure cooker,Emerson,Constructions,2438,12
525,Fish tank,Logitech,House Items,2098,9
526,Ultra Electric stove,Hama,IT,2112,4
527,Ultra Bread maker,Samsung,Appliance,487,12
528,Iron,Bosch,House Items,2628,8
529,Black Series Electric stove,DeWalt,Appliance,1901,1
530,Ultra Robotic vacuum cleaner,Huawei,IT,593,3
531,Clothes dryer,Philips,Constructions,1985,7
532,Ultra Headset,Nintendo,Appliance,1230,14
533,Electric stove,Lenovo,Appliance,773,14
534,Super Printer,Logitech,House Items,2305,14
535,Black Series Curling iron,Bosch,Constructions,2939,9
536,Super Microphone,DeWalt,IT,1205,15
537,Super Microphone,ReMarkable,Appliance,1081,4
538,Super Electric guitar,Asus,Constructions,1902,5
539,Black Series Ceiling fan,Hama,Constructions,2418,6
540,Ultra Grandfather clock,Logitech,House Items,1522,9
541,Ultra Juicer,Apple,Constructions,1747,10
542,Black Series Electric stove,Logitech,IT,909,10
543,Black Series Computer,Huawei,Constructions,1826,4
544,Ultra Vacuum cleaner,Asus,Appliance,837,8
545,Ultra Television,Hama,Appliance,1860,9
546,Black Series Watch,ReMarkable,Appliance,200,8
547,Black Series Clock,ReMarkable,House Items,2565,15
548,Black Series Copier,Nokia,IT,876,14
549,Ultra Rice cooker,Philips,IT,2508,12
550,Kitchen scale,Toshiba,House Items,886,9
551,Black Series Rice cooker,Logitech,Constructions,1337,4
552,Microwave,Philips,House Items,2470,4
553,Black Series Oil-free fryer,Nokia,House Items,2178,3
554,Black Series Scale,Nokia,House Items,878,11
555,Ultra Inkjet printer,Hama,Appliance,1483,3
556,Super Tablet,Toshiba,IT,1592,13
557,Super Printer,Nintendo,IT,1713,1
558,Earphones,Bosch,Constructions,528,13
559,Super Hair dryer,Hama,Appliance,80,9
560,Walkie-talkie,ReMarkable,IT,2179,5
561,Super Blender,ReMarkable,Constructions,185,1
562,Ultra Speakers,Nokia,IT,853,13
563,Super Alarm clock,Toshiba,Appliance,2510,6
564,Black Series Car toy,Nintendo,Constructions,1239,12
565,Smart television,Asus,IT,1191,1
566,Super Game controller,Logitech,Constructions,598,13
567,Ultra Plotter,DeWalt,Constructions,1006,1
568,Lawn mower,Yamaha,IT,2357,11
569,Black Series Wall fan,Samsung,IT,1641,7
570,Juicer,Lenovo,IT,269,1
571,Black Series Mouse,Asus,Appliance,1396,9
572,Ultra Bluetooth speaker,Philips,Constructions,99,14
573,Black Series Coffee maker,Nintendo,IT,2570,13
574,Ultra Curling iron,ReMarkable,House Items,1931,5
575,Ultra Ceiling fan,Lenovo,Appliance,2340,8
576,Digital camera,Emerson,Appliance,1957,14
577,Hair dryer,Nintendo,Appliance,1819,14
578,Toaster,Lenovo,Constructions,1733,5
579,Microphone,ReMarkable,IT,909,8
580,Ultra Bluetooth speaker,Yamaha,IT,814,15
581,Black Series Rice cooker,Apple,Appliance,2432,12
582,Super Car toy,Lenovo,Appliance,2457,2
583,Black Series Radiator,Toshiba,Constructions,676,15
584,Ultra Wall fan,Huawei,House Items,1129,2
585,Ultra Bread maker,Emerson,IT,1090,6
586,Super Remote control,Asus,House Items,1106,10
587,Super Hair straightening machine,Apple,Appliance,2725,2
588,Ultra Car toy,Philips,Appliance,2898,5
589,Exhaust fan,Nintendo,House Items,2112,4
590,Ultra Watch,Emerson,House Items,2892,10
591,Ultra Vacuum cleaner,Lenovo,Constructions,1712,9
592,Ultra Washing machine,Emerson,Constructions,1330,5
593,Inkjet printer,ReMarkable,Appliance,2450,6
594,Ultra Floor lamp,Yamaha,House Items,1464,2
595,Ultra Rice cooker,Hama,House Items,2343,3
596,Super Drill,Toshiba,House Items,2499,15
597,Grandfather clock,Bosch,House Items,150,3
598,Black Series Lift,DeWalt,IT,325,8
599,Super Television,DeWalt,Appliance,2776,4
600,Ultra Lift,Toshiba,IT,2620,3
601,Black Series Lift,Emerson,House Items,191,11
602,Super Radiator,Asus,Constructions,2341,2
603,Black Series Projector,Philips,House Items,2903,2
604,Super Torch,Asus,Appliance,2406,13
605,Black Series Exhaust fan,Bosch,Constructions,1296,1
606,Chandelier,Toshiba,IT,1045,4
607,Electric stove,Nokia,Appliance,2971,11
608,Ultra Drill,Nokia,IT,1184,11
609,Black Series Walkie-talkie,Logitech,IT,999,14
610,Black Series Pressure cooker,DeWalt,Constructions,682,11
611,Black Series Facial cleansing machine,Nokia,Appliance,1095,11
612,Ultra Remote control,DeWalt,Constructions,1711,5
613,Chandelier,ReMarkable,Appliance,2555,2
614,Safe,Samsung,Appliance,1257,9
615,Black Series Water pumps,Samsung,IT,1811,8
616,Ultra Torch,Asus,IT,2047,8
617,Black Series Banknote counter,Yamaha,Appliance,2811,15
618,Black Series Electric guitar,ReMarkable,Appliance,2071,8
619,Ultra Microwave,DeWalt,House Items,2925,2
620,Ultra Fax,Samsung,Constructions,325,6
621,Ultra Wifi modem,Philips,IT,1812,12
622,Television,ReMarkable,IT,532,6
623,Ultra Dvd player,DeWalt,Appliance,1312,15
624,Refrigerator,Logitech,Constructions,1128,2
625,Super Iron,Apple,Constructions,2946,8
626,Ultra Doorbell camera,Huawei,Appliance,2503,7
627,Black Series Remote control,Nokia,IT,1871,3
628,Ultra Reading lamp,Apple,House Items,2688,2
629,Ultra Copier,Nintendo,Appliance,1717,3
630,Black Series Plotter,Huawei,House Items,1860,7
631,Black Series Alarm clock,Samsung,Constructions,57,6
632,Ultra Projector,Apple,IT,1567,9
633,Super Scale,Toshiba,House Items,2997,10
634,Ultra Iron,Nintendo,Constructions,1305,2
635,Black Series Computer,Philips,Appliance,788,14
636,Mouse,Yamaha,House Items,296,15
637,Black Series Water purifier,Logitech,House Items,1834,4
638,Smartphone,DeWalt,Appliance,843,9
639,Fan,Philips,Appliance,2271,10
640,Black Series Air conditioner,Toshiba,IT,620,2
641,Ultra USB drive,Hama,Appliance,1142,8
642,Electric stove,Asus,IT,903,4
643,Super Mouse,Emerson,Constructions,738,6
644,Electric guitar,Hama,House Items,1957,2
645,Ultra Timer,ReMarkable,IT,2457,9
646,Speakers,Hama,Appliance,2660,14
647,Watch,Hama,IT,2033,4
648,Black Series Grandfather clock,DeWalt,Appliance,946,4
649,Black Series Projector,Asus,Constructions,471,14
650,Meat grinder,Yamaha,House Items,1440,15
651,Ultra Air purifier,Asus,IT,712,10
652,Super USB drive,Nintendo,Appliance,1326,6
653,Floor lamp,Asus,House Items,2650,7
654,Ultra Electric razor,Asus,Appliance,1915,3
655,Ultra Printer,Nokia,Appliance,1929,9
656,Washing machine,Asus,Appliance,2693,9
657,Smart television,Toshiba,Constructions,133,14
658,Safe,Yamaha,Appliance,2635,5
659,Mosquito racket,Nintendo,Appliance,2364,15
660,Ultra Radio,Bosch,IT,1210,4
661,Super Coffee maker,Samsung,IT,860,11
662,Copier,Nokia,Appliance,2136,3
663,Black Series Fish tank,Bosch,IT,2418,4
664,Ultra Car toy,Toshiba,Constructions,2008,15
665,Black Series Backup charger,DeWalt,IT,2671,5
666,Ultra Chandelier,Lenovo,Appliance,60,4
667,Ultra Reading lamp,Samsung,Constructions,1274,2
668,Black Series Wifi modem,Apple,Appliance,827,4
669,Super Backup charger,Huawei,IT,685,4
670,Super Bread maker,Hama,House Items,2212,14
671,Ultra Vacuum cleaner,Samsung,Constructions,1748,4
672,Chandelier,Philips,Appliance,797,15
673,Mp3 player,Logitech,Constructions,2652,13
674,Super Remote control,Bosch,Constructions,1437,2
675,Black Series Pressure cooker,Samsung,Constructions,2600,11
676,Super Sewing machine,Huawei,Appliance,1967,13
677,Microphone,Hama,Appliance,1242,12
678,Ultra Microwave,Toshiba,Appliance,1220,6
679,Super Mosquito racket,Bosch,Constructions,838,11
680,Black Series Monitor,Toshiba,Appliance,907,14
681,Fan,Toshiba,Constructions,2240,6
682,Black Series Mp3 player,Bosch,House Items,1614,6
683,Super iPod,Nintendo,House Items,2897,13
684,Ultra Walkie-talkie,Lenovo,House Items,1007,9
685,Ultra Dishwasher,Yamaha,Appliance,1419,7
686,Ultra Radiator,Logitech,IT,2055,2
687,Ultra Water pumps,Philips,Constructions,2024,7
688,Dishwasher,Asus,Constructions,1210,12
689,Ultra Copier,DeWalt,House Items,1810,13
690,Mosquito racket,Hama,Appliance,2969,1
691,Black Series Fax,Nokia,Appliance,63,6
692,Sewing machine,Lenovo,Constructions,1097,6
693,iPod,Philips,Constructions,652,4
694,Super Wifi modem,ReMarkable,IT,1923,13
695,Super Bluetooth speaker,Apple,Appliance,256,11
696,Tablet,Apple,Constructions,1609,14
697,Piano,DeWalt,Constructions,2257,10
698,Watch,Toshiba,House Items,610,11
699,Black Series Oil-free fryer,Emerson,IT,2375,4
700,Iron,ReMarkable,House Items,2936,14
701,Super Drill,Bosch,IT,1413,1
702,Super Electric stove,ReMarkable,Appliance,1831,6
703,Ultra Safe,Samsung,House Items,2780,4
704,Electric stove,ReMarkable,IT,1817,2
705,Alarm clock,Yamaha,House Items,1679,10
706,Air purifier,Emerson,House Items,2374,6
707,Black Series Computer,DeWalt,Appliance,2043,3
708,Ultra Washing machine,Asus,Constructions,2480,7
709,Black Series Banknote counter,Emerson,Constructions,631,9
710,Black Series Fax,Toshiba,Appliance,588,8
711,Ultra Walkie-talkie,DeWalt,House Items,2538,2
712,Super Banknote counter,Toshiba,House Items,1965,1
713,Ceiling fan,Toshiba,Constructions,1408,6
714,Piano,DeWalt,House Items,1484,4
715,Fan,Logitech,Appliance,2295,2
716,Torch,Logitech,House Items,570,13
717,Torch,Philips,IT,1373,6
718,USB drive,Nintendo,Constructions,617,12
719,Ultra iPod,Huawei,House Items,1754,11
720,Black Series Torch,Huawei,Appliance,2551,13
721,Ultra Piano,Nintendo,Constructions,1756,4
722,Black Series Exhaust fan,Huawei,House Items,1903,15
723,Ultra Lift,Asus,House Items,2028,1
724,Piano,Philips,Appliance,431,6
725,Black Series Water pumps,Samsung,IT,1091,6
726,Ultra Plotter,Toshiba,Appliance,1254,14
727,Ultra Car toy,Nintendo,IT,845,14
728,Ultra Grandfather clock,Philips,Appliance,533,7
729,Super Wall fan,Hama,IT,1722,10
730,Super Wifi modem,Nintendo,Constructions,1547,4
731,Ultra Sewing machine,Hama,Constructions,2297,4
732,Black Series Timer,Samsung,Constructions,255,2
733,Reading lamp,Lenovo,House Items,1312,4
734,Ultra Air purifier,Nokia,Constructions,2264,2
735,Super Washing machine,Nokia,Constructions,2784,5
736,Black Series Remote control,Huawei,House Items,1023,14
737,Black Series Sandwich maker,Samsung,Appliance,2921,5
738,Ultra Bread maker,Nokia,Constructions,2588,1
739,Super Juicer,Emerson,House Items,2746,7
740,iPod,Apple,IT,715,6
741,Super Monitor,Samsung,IT,1311,9
742,Super Juicer,Nintendo,Constructions,1741,2
743,Ultra Walkie-talkie,Emerson,House Items,2619,7
744,Super Calculator,Huawei,IT,2733,4
745,Super Mp3 player,DeWalt,Constructions,1425,10
746,Ultra Refrigerator,Logitech,Constructions,297,13
747,Ultra Dishwasher,Bosch,Appliance,1246,13
748,Super Water heater,Samsung,Constructions,2535,14
749,Super Earphones,Yamaha,Appliance,2818,2
750,Black Series Remote control,Yamaha,IT,438,8
751,Super Mp3 player,Asus,House Items,2220,11
752,Projector,Toshiba,IT,1255,11
753,Mixer,Nokia,Constructions,954,13
754,Ultra Electric frying pan,Nintendo,House Items,2961,11
755,Super Fan,Yamaha,House Items,1892,10
756,Safe,Samsung,House Items,799,8
757,Kitchen scale,Emerson,IT,814,3
758,Super Kitchen scale,Samsung,Constructions,106,9
759,Black Series Remote control,Asus,Constructions,1091,13
760,Super Walkie-talkie,Nintendo,Constructions,709,9
761,Super Safe,Samsung,IT,1014,5
762,Super Projector,Huawei,IT,1777,11
763,Electric frying pan,Toshiba,House Items,1446,10
764,Refrigerator,Huawei,House Items,1975,8
765,Black Series Timer,Nintendo,IT,2163,10
766,Super Mosquito racket,Nokia,Constructions,2919,5
767,Super Oven,Hama,Constructions,2411,7
768,Black Series Drill,Nintendo,House Items,397,4
769,Lawn mower,Lenovo,Appliance,1301,3
770,Black Series Plotter,Apple,Constructions,491,12
771,Watch,Bosch,IT,1273,5
772,Ultra Juicer,Philips,IT,1985,3
773,Drill,Hama,IT,1693,7
774,Water purifier,Logitech,Appliance,828,6
775,Ultra Water pumps,Bosch,House Items,201,5
776,Ultra Smartphone,Huawei,Appliance,1619,2
777,Ultra Air conditioner,Hama,House Items,2550,3
778,Ultra Wall fan,ReMarkable,House Items,2507,3
779,Black Series Drill,Bosch,Appliance,2573,11
780,Webcam,Yamaha,House Items,1471,8
781,Super Torch,DeWalt,House Items,359,4
782,Super Electric grill,Lenovo,House Items,2312,3
783,Banknote counter,Hama,IT,1345,14
784,Super Kitchen scale,Samsung,Appliance,98,10
785,Ultra Chandelier,Lenovo,House Items,1237,2
786,Ultra Scale,ReMarkable,House Items,960,1
787,Ultra Garage,Bosch,Constructions,2155,10
788,Television,Asus,IT,679,11
789,Super Bread maker,Nokia,IT,2255,11
790,Super Torch,Huawei,House Items,1923,13
791,Super Curling iron,Hama,House Items,1230,6
792,Ultra Bluetooth speaker,DeWalt,Constructions,2320,5
793,Doorbell camera,ReMarkable,House Items,411,6
794,Super Calculator,Hama,Constructions,1495,9
795,Ultra Banknote counter,Nintendo,IT,2959,9
796,Super Printer,Yamaha,Constructions,2403,8
797,Black Series Sewing machine,Nokia,IT,2823,15
798,Ultra Headset,Apple,IT,2294,13
799,Ultra Torch,Emerson,Appliance,2765,12
800,Radio,Logitech,Appliance,303,13
801,Black Series Electric guitar,Bosch,House Items,2829,8
802,Sandwich maker,Nokia,Constructions,512,2
803,Ultra Microphone,ReMarkable,IT,236,8
804,Black Series Torch,Nintendo,IT,2592,7
805,Fish tank,Samsung,House Items,1891,3
806,Dvd player,Logitech,Constructions,1213,15
807,Torch,Emerson,House Items,2957,6
808,Webcam,Emerson,House Items,1191,14
809,Piano,Hama,House Items,2052,9
810,Black Series Toaster,Emerson,House Items,2780,9
811,Black Series Banknote counter,Toshiba,House Items,2036,5
812,Super Electric guitar,Yamaha,Appliance,1725,1
813,Black Series Pressure cooker,Yamaha,IT,591,7
814,Ultra Electric frying pan,ReMarkable,IT,2356,7
815,Toaster,Toshiba,Constructions,505,3
816,Super Curling iron,Toshiba,House Items,2674,4
817,Ultra Backup charger,Samsung,IT,588,12
818,Ultra Lift,Toshiba,IT,2953,1
819,Ultra Sandwich maker,Huawei,Appliance,1517,2
820,Super Clock,Apple,Appliance,1617,10
821,Super Iron,Apple,Constructions,868,14
822,Ceiling fan,Nintendo,House Items,438,13
823,Ultra Alarm clock,Bosch,Constructions,963,10
824,Black Series Microphone,Nintendo,IT,1126,15
825,Black Series iPod,Bosch,IT,2616,13
826,Water heater,Hama,IT,1539,1
827,Super Exhaust fan,Huawei,Constructions,1169,6
828,Super Grandfather clock,Nokia,Constructions,63,6
829,Super Radiator,Hama,IT,2095,2
830,Black Series Washing machine,Emerson,Constructions,1028,4
831,Vacuum cleaner,Huawei,House Items,1888,13
832,Ultra Drill,Nokia,House Items,1111,6
833,Super Juicer,Logitech,IT,605,14
834,Ultra Remote control,Samsung,Constructions,397,12
835,Mp3 player,Yamaha,House Items,1974,1
836,Oven,Bosch,Constructions,346,5
837,Electric guitar,Yamaha,House Items,341,13
838,Black Series Grandfather clock,DeWalt,IT,1776,14
839,Black Series iPod,Philips,IT,582,9
840,Lawn mower,Bosch,Appliance,659,14
841,Black Series Garage,Huawei,House Items,2051,2
842,Ultra Robotic vacuum cleaner,ReMarkable,House Items,2367,10
843,Ultra Toaster,Asus,Constructions,1951,14
844,Ultra Dvd player,Bosch,Constructions,1847,4
845,Ultra External hard drive,ReMarkable,Appliance,1888,15
846,Super Wifi modem,DeWalt,Constructions,916,14
847,Black Series iPod,Bosch,Constructions,809,8
848,Ultra Monitor,DeWalt,House Items,355,7
849,Ultra Microphone,DeWalt,IT,2391,1
850,Super Electric grill,Emerson,Constructions,1127,3
851,Safe,Nokia,Constructions,1067,15
852,Black Series Oven,Apple,Appliance,1066,15
853,Chandelier,Emerson,House Items,2250,13
854,Super Electric razor,Yamaha,IT,2392,6
855,Black Series Monitor,Apple,Constructions,1621,8
856,Black Series Speakers,Hama,IT,1938,8
857,Black Series Curling iron,Bosch,Constructions,1820,15
858,Black Series Iron,Philips,Appliance,2170,3
859,Rice cooker,Samsung,House Items,2488,4
860,Black Series Torch,Nokia,Appliance,2177,15
861,Black Series Water heater,Logitech,House Items,224,4
862,Radio,Lenovo,IT,568,2
863,Super Garage,Samsung,Constructions,1235,1
864,Facial cleansing machine,Nintendo,IT,2615,7
865,Ultra Doorbell camera,DeWalt,Appliance,277,2
866,Black Series Oil-free fryer,Huawei,IT,2373,10
867,Ultra Banknote counter,DeWalt,House Items,2394,6
868,Black Series Water heater,Philips,House Items,2165,13
869,Super Bulb,Yamaha,House Items,935,4
870,Ultra USB drive,Philips,Appliance,1582,7
871,Floor lamp,DeWalt,House Items,574,5
872,Inkjet printer,Samsung,IT,2888,5
873,Remote control,DeWalt,House Items,583,3
874,Ultra Mixer,Lenovo,Constructions,314,6
875,Super Clock,Nokia,Constructions,1344,8
876,Electric guitar,Hama,House Items,2002,9
877,Ultra Scale,Huawei,House Items,1408,3
878,Black Series Refrigerator,Yamaha,Constructions,1931,7
879,Rice cooker,Yamaha,Appliance,2339,8
880,Ultra Juicer,Lenovo,IT,2514,3
881,Car toy,Philips,Constructions,2276,4
882,Banknote counter,Philips,Constructions,2282,2
883,Black Series Wall fan,Nokia,Constructions,941,2
884,Super Speakers,Emerson,IT,2932,5
885,Black Series Water pumps,Lenovo,House Items,1297,7
886,Black Series Webcam,Yamaha,Constructions,2778,6
887,Black Series Meat grinder,Huawei,IT,2815,14
888,Super Vacuum cleaner,Asus,IT,1522,5
889,Black Series Hair dryer,Hama,Constructions,498,12
890,Ultra Chandelier,Asus,Appliance,911,5
891,Black Series Juicer,Huawei,Appliance,1034,15
892,Black Series Microphone,DeWalt,Constructions,1675,9
893,Ultra Safe,Toshiba,Constructions,2769,12
894,Ultra USB drive,Nintendo,Appliance,2266,2
895,Super Air purifier,Logitech,IT,2170,9
896,Radiator,Samsung,Appliance,515,11
897,Black Series iPod,Huawei,IT,746,5
898,Ultra Headset,Samsung,House Items,896,2
899,Ultra Electric guitar,DeWalt,Constructions,2889,5
900,Black Series Banknote counter,ReMarkable,Constructions,734,11
901,Refrigerator,Logitech,IT,1744,13
902,Black Series Mosquito racket,Hama,Appliance,2946,7
903,Ultra Chandelier,Emerson,House Items,1457,1
904,Black Series Backup charger,ReMarkable,House Items,1879,15
905,Super Electric stove,Apple,Constructions,2163,12
906,Super Hair straightening machine,Toshiba,IT,2132,6
907,Ultra Scanner,Nintendo,Appliance,174,11
908,Black Series Exhaust fan,Asus,Constructions,1546,4
909,Super iPod,Yamaha,House Items,1979,5
910,Super Mosquito racket,Asus,Appliance,468,12
911,Juicer,Huawei,IT,1993,6
912,Sewing machine,Lenovo,Appliance,815,11
913,Lawn mower,Yamaha,Appliance,261,15
914,Black Series Printer,Samsung,Constructions,957,7
915,Ultra Rice cooker,Philips,Constructions,749,6
916,Tablet,Yamaha,Appliance,858,4
917,Super Microwave,DeWalt,IT,1166,8
918,Car toy,Huawei,IT,456,5
919,Laser printer,Apple,Appliance,1207,1
920,Ultra Facial cleansing machine,Asus,IT,2522,12
921,Super Fish tank,Yamaha,IT,2497,13
922,Electric grill,Philips,Constructions,663,7
923,Super Fax,Asus,Appliance,476,3
924,Super Doorbell camera,Philips,IT,2133,4
925,Black Series Hair straightening machine,Hama,Appliance,2230,13
926,Super Chandelier,ReMarkable,Constructions,1341,15
927,Monitor,Toshiba,Appliance,2511,14
928,Ceiling fan,Toshiba,House Items,1827,13
929,Ultra Mouse,Nokia,IT,585,9
930,Black Series Doorbell camera,Yamaha,House Items,1072,2
931,Mosquito racket,Asus,House Items,2841,5
932,Laser printer,Lenovo,House Items,2365,4
933,Clothes dryer,Asus,IT,1031,2
934,Black Series Bulb,Logitech,IT,732,8
935,Ultra Rice cooker,Logitech,IT,841,8
936,Black Series Mouse,Apple,Appliance,1537,13
937,Super Fan,Apple,IT,254,2
938,Ultra Scanner,Bosch,Appliance,2061,3
939,Black Series Bulb,Huawei,Constructions,2120,15
940,Ultra Tablet,Hama,IT,124,8
941,Black Series Monitor,Huawei,Constructions,2368,6
942,Super Backup charger,Toshiba,Constructions,1772,4
943,Ultra Mixer,Huawei,IT,178,15
944,Ultra Water purifier,Toshiba,Appliance,1732,5
945,Super Wall fan,Huawei,Constructions,930,10
946,Ultra Kitchen scale,Nintendo,IT,1089,10
947,Super Chandelier,Samsung,Constructions,1148,15
948,Water pumps,Emerson,Appliance,155,13
949,Black Series Backup charger,Toshiba,Constructions,184,4
950,Black Series Electric razor,Hama,Constructions,1109,5
951,Webcam,Huawei,House Items,2802,13
952,Black Series Safe,Huawei,IT,1138,5
953,Ultra Clothes dryer,Bosch,House Items,1041,9
954,Super Electric razor,Hama,IT,2543,3
955,Bluetooth speaker,Samsung,IT,2303,11
956,Super Game controller,Bosch,House Items,2132,1
957,Ultra Headset,Bosch,Constructions,2433,12
958,Ultra Clothes dryer,Logitech,IT,362,11
959,Black Series USB drive,Nintendo,Appliance,2156,10
960,Reading lamp,Huawei,Appliance,1153,4
961,Black Series Electric stove,Nintendo,Appliance,1811,6
962,Ultra Timer,Samsung,IT,1962,12
963,Super Electric pencil sharpener,ReMarkable,House Items,1066,3
964,Black Series Remote control,Toshiba,Appliance,1536,10
965,Backup charger,ReMarkable,Constructions,1362,10
966,Super Vacuum cleaner,Lenovo,House Items,622,6
967,Super Bread maker,Nintendo,IT,2696,3
968,Ultra Microwave,ReMarkable,Appliance,1596,12
969,Reading lamp,Huawei,IT,830,12
970,Black Series Copier,Philips,House Items,1916,15
971,Watch,Logitech,House Items,2847,12
972,Ultra Electric stove,Apple,House Items,2851,15
973,Black Series Electric razor,Emerson,IT,137,14
974,Super Electric pencil sharpener,Hama,House Items,84,9
975,Ultra Remote control,ReMarkable,Appliance,2981,5
976,Ultra Smartphone,Asus,Constructions,761,2
977,Super Projector,Bosch,IT,1515,9
978,Facial cleansing machine,DeWalt,IT,2518,12
979,Black Series Smartphone,Hama,IT,1349,12
980,Ultra Ceiling fan,Huawei,Constructions,1961,15
981,Black Series Toaster,Philips,Constructions,1332,8
982,Black Series Electric guitar,Nintendo,House Items,2818,13
983,Ultra Water heater,Lenovo,House Items,818,10
984,Black Series Tablet,Apple,Appliance,2553,1
985,Ultra Safe,Apple,Constructions,2423,9
986,Black Series Microwave,Logitech,Constructions,866,7
987,Black Series Oven,Emerson,IT,2124,7
988,Black Series Clock,Apple,House Items,2359,13
989,Black Series Blender,Philips,Appliance,2021,15
990,Ultra Fan,Emerson,House Items,800,13
991,Super Coffee maker,Nokia,IT,2515,14
992,Super Sandwich maker,Yamaha,House Items,599,14
993,Ultra Electric guitar,Samsung,IT,1339,11
994,Super Coffee maker,Huawei,Constructions,1488,3
995,Ultra USB drive,Lenovo,Constructions,2810,2
996,Hair straightening machine,Huawei,House Items,1020,6
997,Super Smartphone,DeWalt,Appliance,2858,9
998,Tablet,Samsung,House Items,1627,4
999,Ultra Hair straightening machine,Huawei,House Items,1374,3
1000,Black Series Refrigerator,Samsung,Constructions,1804,10
